"","Group.1","young129_old126","young129_old127","young129_old128","young130_old126","young130_old127","young130_old128","young131_old126","young131_old127","young131_old128","std","agg23_meandNASF_1","agg35_meandNASF_1","agg23_meandNASF_2","agg35_meandNASF_2","agg23_meandNASF_3","agg35_meandNASF_3","nonzero_aggdif_minus1by2_23C","nonzero_aggdif_minus1by2_35C","nonzero_aggdif_minus1by3_23C","nonzero_aggdif_minus1by3_35C","nonzero_aggdif_minus2by3_23C","nonzero_aggdif_minus2by3_35C","avg2121","avg3535","avg2135","p_Value","avg_ratio_2135vs21","avg_ratio_2135vs35","threshold"
"17","NP_009379",31.1259501349497,25.0340183533476,23.9146393295269,28.1800171971,22.0880854154979,20.9687063916772,31.7643518627489,25.6724200811469,24.5530410573262,3.74668484127649,488.202444102767,151.51329042029,539.259475890646,137.550764959157,554.03325856917,142.91017097892,2.98960896373595,17.4026037738167,2.64160458578207,10.2014397606575,5.18146528535113,7.84165390660829,3.60422627828971,11.8152324803608,25.9223588692579,1.86779593531753e-06,7.19221182793181,2.19397789356627,"TRUE"
"18","NP_009386",54.0240238618952,54.4094079375941,56.3260482634982,67.7030923391054,68.0884764148042,70.0051167407083,88.9813082245682,89.366692300267,91.2833326261711,15.293023176663,66.6687822582677,161.203684981102,68.7311781952756,138.557211861417,81.442687392126,144.574111705512,14.5138324513491,7.42353625943952,34.9572843626729,9.80167226315463,22.2442276263365,2.64143352338369,23.9051148134528,6.62221401532595,71.1319443009568,0.000616630138503552,2.97559517517677,10.7414142968401,"TRUE"
"19","NP_009390",112.024355893749,109.096056069574,103.888351434961,112.424810860798,109.480011952283,104.266751348594,117.377073981172,114.432275072657,109.213681308222,4.4078448436621,6968.52828137817,10575.8441157284,7045.84362063198,9774.1719656599,7606.56140830711,8443.87189834467,3.91878522205828,3.12208128549644,9.22158782795953,9.56630340913565,6.84721504495248,7.28983738586276,6.6625293649901,6.65940736016495,110.244818658001,4.07203105550286e-12,16.5469917832272,16.5547491984738,"TRUE"
"20","NP_009395",8.55330185821609,4.05167452783935,13.4654865476436,3.15775658184078,1.34387074853597,8.06994127126825,7.90901071170479,3.40738338132804,12.8211954011323,4.30728172963588,560.439356,454.202810837209,567.325717627907,501.013683069767,531.698831069767,443.835317162791,5.39554527637532,4.50162733037675,0.644291146511307,4.91218468942747,4.75125412986401,9.41381201980422,3.59703018425021,6.27587467986948,6.97551344772323,0.236200961693032,1.93924240009603,1.11148067855751,"FALSE"
"21","NP_009396",63.3966416023353,63.9888779384723,64.5726525765675,62.5303095193302,63.1899959012063,63.5914265703194,67.2624787383514,67.8999600668522,68.3280138800599,2.22859795166405,34004.3185333731,34827.0821317866,34756.2110992668,35066.2718445888,35144.6326697877,35135.4755968335,4.06299955646215,2.94609326042294,8.39625179321049,4.99677539683252,6.55344562773637,4.23910012381062,6.33756565913634,4.06065626035536,64.973372977055,2.48540540854036e-12,10.2521025377289,16.0007074746506,"TRUE"
"22","NP_009398",60.8971035885891,53.4479084973393,59.3906368847294,58.4332463447095,49.3729703815825,55.4703909644828,69.3414920774079,60.3226527453035,65.1991895929227,5.99037774314546,32099.9982867767,10402.6566586286,35106.8451350777,9598.48270174272,36420.7284034272,9815.78525386408,7.69847424355243,12.0644833315717,10.0387238357385,11.9953575669566,12.4911035940354,8.00276547573938,10.0761005577755,10.6875354580892,59.0972878974518,9.87447651557474e-08,5.86509508897746,5.52955245193803,"TRUE"
"23","NP_009401",0,0,0,0,0,0,0,0,0,0,208.948670871985,95.6882412801484,232.476294248609,87.5485943970315,253.83244471243,84.4663938589981,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"24","NP_009402",32.0314657732037,32.6375579179837,36.9592616171019,32.9666074658553,32.4338734006895,33.5397655400929,34.7797598601027,34.2470257949369,35.3529179343402,1.60458698625439,2292.02113150685,807.647681954338,2585.95630084932,766.056041041096,2621.39965238356,789.571276922374,11.4762115326569,3.53142374718127,10.3694773995908,12.7841319340442,3.88895439387473,10.9357645630974,8.57821444204081,9.0837734147743,33.8831372560341,1.5644780832243e-08,3.9499055992325,3.73007292332115,"TRUE"
"25","NP_009408",3.02295788961523,3.24770598450002,2.7482550358832,5.66165934894828,5.88640744383306,5.38695649521624,4.42177989849383,4.64652799337862,4.1470770447618,1.16362440620598,275.228761297602,314.453934141044,274.626240535966,327.935300080395,320.33732842031,309.793664191819,2.63870145933305,0.224748094884787,1.3988220088786,0.274702853732033,1.23987945045444,0.49945094861682,1.75913430622203,0.33296729907788,4.35214745940337,0.00526955069535082,2.47402796023583,13.0707954548576,"FALSE"
"26","NP_009409",80.7064819780264,83.4693936469058,80.8338330240081,83.2369478079985,85.8490001648782,82.6595689669166,83.1175489393392,85.8617726084564,83.244899985321,1.81279665238246,2332.70468314052,1017.94673307843,2449.46763507516,975.633284739216,2569.58971138562,1016.98121850654,3.37387550826018,3.6949585387164,2.99382606592836,9.22114260317326,1.88036980248733,11.1196190719308,2.74935712555862,8.01190673794016,83.2199385690945,5.83868600353763e-15,30.2688718738878,10.3870328613548,"TRUE"
"27","NP_009411",0,0,0,0,0,0,0,0,0,0,19.4699499178645,7.98556216119097,21.2331038706366,7.70564782032854,23.6148114065708,9.62222328644764,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"28","NP_009434",41.3655598702224,37.6512742910269,44.8500893333922,41.3736586115896,38.5289371224755,45.5612961439701,38.1301716033396,34.1080747498458,35.4000997536244,3.94070219805164,1228.44783033833,402.097071865096,1259.55760876017,394.896726921627,1207.04212753533,429.531634513919,2.35913839626608,6.96648830612943,20.3823179556087,11.1232967451059,22.0997306437414,9.40794312876484,14.9470623318721,9.16590939333339,39.6632401643874,0.000108301869100615,2.65358097020926,4.32725640875695,"TRUE"
"29","NP_009445",38.1820900920418,32.5357657896597,36.9028311577589,39.6832118619376,34.0368875595555,38.4039529276547,58.7292193974581,53.082895095076,57.4499604631752,10.245590721028,60.4214567332754,113.27345807993,60.9700905734144,109.952569843614,55.5831548045178,112.404992215465,1.50112176989578,5.64632430238207,20.5471293054163,1.27925893428292,19.0460075355205,4.36706536809915,13.6980862036109,3.76421620158805,43.2229793715908,0.00157782256288489,3.15540278613498,11.4825974537158,"FALSE"
"30","NP_009447",0,0,0,0,0,0,0,0,0,0,682.203159259259,525.024881069959,706.475753909465,483.980346502058,740.723934156379,480.47175308642,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"31","NP_009451",18.636561193937,16.6505077440844,33.8809452114212,11.6091697190106,9.623116269158,26.8535537364948,29.3895509297161,27.4034974798634,44.6339349472003,11.2604207453122,150.183188493151,154.217819575342,187.817017945205,164.567808438356,210.739732191781,150.331247515982,7.02739147492636,1.98605344985262,10.7529897357791,15.2443840174842,17.7803812107054,17.2304374673369,11.8535874738036,11.4869583115579,24.2978708034318,0.101855928594649,2.04983266518511,2.11525715898036,"FALSE"
"32","NP_009453",30.7698277785598,30.0586642189699,30.5406039880203,31.8933813787707,31.3041882651851,30.4145321098224,34.3650414515785,35.992186876996,32.7633204510958,2.01660791734571,9481.31806768624,9822.84599953761,9868.9081215156,9915.72573662385,9590.72640392661,9998.3214501578,5.78125273442783,7.53113437008854,11.4684037521639,5.47933372317826,11.5268643935263,9.75242241425898,9.59217362670601,7.58763016917526,32.0113051687776,5.07445307458698e-08,3.3372316238786,4.21888052725916,"TRUE"
"33","NP_009454",0,0,0,0,0,0,0,0,0,0,38.7106994347826,16.2861127413043,43.5310557173913,13.581019523913,47.803285673913,15.4546510673913,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"34","NP_009460",48.4646577580901,46.9299738638501,52.9678282548025,49.3774542248195,47.8427703305794,53.8806247215319,55.0525212886391,53.5178373943991,59.5556917853516,4.11596000784914,6227.42070076923,2384.73919061538,6746.01632384615,2256.16600023077,7449.13107,2412.13573,0.912796466729354,1.53468389424003,6.58786353054904,4.50317049671244,5.67506706381969,6.03785439095246,4.39190902036603,4.02523626063498,51.9543732913404,5.46014548132049e-09,11.8295650138514,12.9071612017985,"TRUE"
"35","NP_009462",0,0,0,0,0,0,0,0,0,0,1291.98349833729,928.223354631829,1257.91471828979,903.917155819477,1356.83957719715,885.246320665083,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"36","NP_009474",3.31162201759884,5.0875969928516,3.52739271558131,4.98844771259292,6.76442268784568,1.85056702058722,0.375804811901657,2.15177978715442,6.46320992127849,2.16489677497138,98.7497432956059,25.3977434471371,99.772170044474,25.9700757066578,101.906677778961,26.6747625565912,1.67682569499408,1.77597497525276,2.93581720569718,6.83901473318014,4.61264290069126,8.6149897084329,3.07509526712751,5.7433264722886,3.8356492963769,0.589262614590705,1.2473269811767,0.667844552261448,"FALSE"
"37","NP_009477",40.4945641591573,39.5392157308602,43.8560206840048,41.96911781911,41.0379288986983,45.3183127929859,57.9891877669172,57.6966774880473,60.0880079236533,8.47986029600331,12611.5542213993,3944.52399979478,12962.7098174916,4065.23541991325,17655.488854945,4015.04203323974,4.3176934960613,3.67667050426333,26.9625411879658,5.2779955617626,29.3172150059395,7.35485007958851,20.1991498966555,5.43650538187148,47.5543370292705,0.00184081972162704,2.35427417849621,8.74722522814835,"FALSE"
"38","NP_009485",128.906471724386,124.975583404032,126.334788490919,133.061691955251,129.130803634897,130.490008721785,134.940950513202,131.010062192848,132.369267279736,3.18444026195959,927.248131190184,2795.50039965031,955.909688631902,2746.73233290552,941.066708104294,2776.5708399546,5.52192581604757,4.81579073974033,7.95308761057036,3.88697855477998,3.34122571918008,2.48841928272439,5.60541304859934,3.7303961924149,130.135514213006,3.06004989413626e-14,23.2160436857591,34.8851723786374,"TRUE"
"39","NP_009489",23.5146295487596,24.2486629588817,24.2994336660429,31.9200621054787,32.4151407584726,32.704866222762,36.1521718608196,36.6472505138135,36.936975978103,5.54465668614965,925.361486735632,2121.82458842529,884.295414762452,2162.90308445977,823.008790103448,2241.0058495977,8.40543255671907,0.741806802596964,12.63754231206,0.784804117283336,4.23210975534095,0.425423543953229,8.42502820804001,0.650678154611176,30.9821326236815,8.0373185946346e-05,3.67739215331235,47.6151418395096,"TRUE"
"40","NP_009490",0,0,0,0,0,0,0,0,0,0,46.6813300810081,28.7066054905491,44.3122539693969,24.9536924752475,44.2012189378938,33.7528369126913,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"41","NP_009502",0,0,0,0,0,0,0,0,0,0,11.6186976017964,24.0071700449102,14.8571344041916,25.2584207035928,17.4958321407186,24.8399535479042,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"42","NP_009506",42.5614898773558,41.6725098235354,41.7123090816767,34.1359077592982,35.3372732653608,35.8276953727116,40.0247475481021,39.7105641777791,40.5184926370495,3.12559109621748,347.618794351919,469.887080208545,378.05523550181,451.8617858063,384.606498049964,468.119510259088,9.95732680524928,4.04700195415923,5.41131552104883,5.64479681199989,6.30037151999569,3.72664255214519,7.22300461543127,4.4728137727681,39.0556655047633,1.95029244839553e-08,5.40712177053363,8.73178886689771,"TRUE"
"43","NP_009508",22.5796839703241,17.1293178845076,19.7403327992446,18.9478026112458,17.5018954313032,18.7191837815778,25.215220067554,18.0802149042728,22.3758688964745,2.74933362011475,858.59596804814,743.925734919037,845.206436940919,817.268936835886,927.803538577681,762.854017501094,6.61217034253215,9.07490190358177,8.43201280804217,3.32667814972496,12.9961926308285,6.42006630308914,9.34679192713426,6.27388211879862,20.0321689273894,0.000229688209511574,2.14321331677823,3.19294633658582,"TRUE"
"44","NP_009511",12.8998439554369,14.5507178993184,10.2028410243754,16.3337316806858,17.9846056245673,13.6367287496243,21.8457055397461,23.4965794836276,19.1487026086846,4.34604882517734,99.5619571205008,39.1615663098592,103.085709608764,42.1086229483568,124.847546071987,30.0432906416275,3.43388772524889,1.65087394388148,8.94586158430918,2.69700293106148,5.51197385906029,4.34787687494295,5.96390772287279,2.8985845832953,16.6777173962296,0.00278720757214961,2.79644122129308,5.75374529083752,"FALSE"
"45","NP_009512",30.2806854151294,39.5731489765934,37.800541529626,34.6053714538069,43.8978350152709,39.5671762244334,39.6359089808219,48.9283725422858,44.5977137514483,5.53191914171063,1396.48052344398,891.866692738589,1348.4575033195,851.673346846473,1357.84658344398,817.345634024896,4.32468603867747,10.9247562597473,9.35522356569244,9.27654260692386,5.04300418475603,4.33065879083751,6.24097126304198,8.17731921916956,39.8763059877129,1.73985449220097e-06,6.38943912846609,4.87645216224816,"TRUE"
"46","NP_009514",66.4772826842881,66.2631912156987,61.2730669912136,70.7383226252273,70.5242311566378,65.3147364038291,73.0272670591455,73.1788916352509,69.1427008358841,3.92656209494844,2995.79773129706,2113.77150683592,3098.64835180207,2095.47120862349,3057.09943253368,2062.19724101036,5.87104206564331,3.11520432901201,8.8766742037398,7.17376721029284,4.54958855828266,7.51304082089286,6.43243494255526,5.93400412006591,68.4377434007972,1.9844615573735e-10,10.6394769650963,11.5331472671841,"TRUE"
"47","NP_009516",0,0,0,0,0,0,0,0,0,0,163.393550243902,89.7456918829268,172.572636585366,96.4028582439024,161.395704878049,98.4717856585366,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"48","NP_009521",28.4284519568237,23.4079543940925,27.6972098028869,26.9384874191551,22.9302733451768,25.9706854515033,24.6586058777623,22.22208007476,24.5102935324427,2.18732159195064,1013.70886214698,661.636532685039,1117.10499806824,630.65419847769,1141.53737875328,650.404364233596,1.85118424315051,5.20833059209284,4.38436631781139,2.01464176117117,2.74670702700347,4.95748158534326,2.99408586265513,4.06015131286909,25.1960046505115,1.53883346971368e-08,8.4152578804697,6.20568119484858,"TRUE"
"49","NP_009523",40.559234722738,44.2154943891103,43.485324602238,41.9365757750548,45.5928354414271,44.8626656545549,43.6933846111494,47.3496442775218,46.6194744906495,2.15840583048352,1051.70840964465,1743.26207783113,1085.05911905031,1943.58587516981,1050.3075292673,1912.69453318239,2.87156689299176,3.76620314794202,3.13876144939077,3.21042521840328,3.88866799983858,1.58544047251224,3.29966544740704,2.85402294628585,44.2571815516049,2.37652760772595e-11,13.4126269032466,15.5069466449806,"TRUE"
"50","NP_009525",0,0,0,0,0,0,0,0,0,0,824.66889490566,221.204370660377,867.995041792453,205.240979811321,1050.04415660377,182.303496981132,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"51","NP_009529",36.622676520604,41.7038455079521,39.7976802558794,38.4998405249822,43.6032075030618,41.6970422509891,42.1606789059038,47.0307017527051,44.5765420133542,3.16518729259563,1830.37964644006,755.446460070175,1863.26721640497,816.444107190059,2167.84874219342,833.046715885965,3.08086710536315,6.24915644927977,15.5884221668784,11.2538540970259,14.3040168889957,6.66044501777052,10.9911020537457,8.05448518802541,41.7435794706035,6.41529547793356e-07,3.79794303305349,5.18265022482922,"TRUE"
"52","NP_009530",0,0,0,0,0,0,0,0,0,0,18.8166245391705,13.1557616013825,21.6825668778802,16.5070442626728,20.0171923502304,14.7174447465438,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"53","NP_009531",36.5190442018931,31.1577922547646,22.0984499491919,39.7740052958019,34.2246252459324,25.3289233315271,55.4249180623178,49.3894569697727,35.5364451703237,10.6169180764597,132.938068445719,76.6997470317741,148.058750868491,76.2269489099735,186.849861289497,86.8596722753751,5.28297088786646,14.927172797668,18.9058738604247,19.9736860869706,15.6509127665159,16.5356889804796,13.2799191716023,17.1455159550394,36.605962275725,0.00578699146587486,2.75648984023961,2.13501666393223,"FALSE"
"54","NP_009536",48.8202262676239,41.0931699784052,55.2085668698753,37.2408774434405,29.5138211542218,43.6292180456918,33.7890907158177,26.0620344265989,40.177431318069,9.16306383485306,72.5208976212793,46.8003638961368,70.6420728689044,46.188683908803,87.0700049335022,43.9956433844205,11.5793488241834,8.71763041296967,16.9464711299343,19.8073259910953,7.18093643586167,22.3517694001148,11.9022521299931,16.9589086013932,39.5038262466382,0.000641102188353338,3.3190211243375,2.3293849371529,"TRUE"
"55","NP_009538",0,0,0,0,0,0,0,0,0,0,17.990221161597,64.4985780988593,25.1532449239544,67.3305705893536,22.9119776235741,64.8582251140684,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"56","NP_009539",0,0,0,0,0,0,0,0,0,0,81.7597453914989,91.6322710961969,61.3344919463087,72.8688340044743,58.9409491722595,82.1427306487696,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"57","NP_009542",75.5294223947565,77.779682586248,74.7998788140669,80.842699248785,83.0929594402765,80.1131556680954,83.6953105569659,85.9455707484574,82.9657669762762,3.83283783519257,528.069615367589,174.523927222661,575.77645570224,184.749913051383,695.283657865613,192.258976893281,5.3132768540285,6.97627964141667,8.16588816220936,9.08237177952328,2.85261130818087,4.35635232959815,5.44392544147291,6.80500125017937,80.5293829371031,2.82778311836944e-11,14.792521279519,11.8338527762916,"TRUE"
"58","NP_009546",16.7420806428145,18.9321371210347,8.24474730849776,15.5739976176176,17.7640540958378,6.82105278558943,13.3564207690353,15.5464772472555,5.04701747332592,5.11188573981511,251.737763457395,112.478425653537,282.411369697749,112.877751605305,305.001131601286,102.335770763666,1.42369452290834,2.50852060787724,3.38565987377924,9.34333691786749,2.21757684858235,11.5333933960877,2.34231041508998,7.79508364061081,13.1142205623343,0.00556086071852213,5.5988397087969,1.68237073095815,"FALSE"
"59","NP_009549",44.3748169310055,53.3853781380531,66.9287706218272,51.8764199243106,64.408159823859,77.9515523076331,44.5187452269676,61.3001947345957,74.8435872183697,12.2742771150849,4.04586984163533,11.1143313582906,3.69428208709972,9.51172769321937,6.24785251039316,12.9754626834758,11.2206269005188,25.8897252656828,7.91481659654255,37.229009586493,8.7672696518548,19.9853576871979,9.30090438297206,27.7013641797912,59.9541805474024,4.17414943378929e-05,6.44605923023631,2.16430426163417,"TRUE"
"60","NP_009551",57.2318255532873,53.0935229281877,59.6985478996443,60.2512430232744,56.1129403981748,62.7179653696314,60.6866541448063,56.5483515197066,63.1533764911632,3.31811181103204,34.8403486081027,13.1835699943843,37.4048666586442,13.2320757970317,41.8896959085439,14.8984214737264,3.01941746998714,4.13830262509961,3.45482859151898,2.46672234635697,0.435411121531843,6.60502497145659,2.30321906101265,4.40334998097106,58.8327141475418,8.58290847417586e-11,25.5436901957884,13.3608989523398,"TRUE"
"61","NP_009552",48.5919095322604,38.9896427319785,37.6659488239558,50.4058782177414,40.8036114174596,39.4799175094369,43.0195690310658,33.4173022307839,32.0936083227613,6.1464556363777,23745.9214512879,8596.76487689394,26566.4632588636,9531.09284242424,21356.2256637879,9615.3399294697,4.24525990470642,9.60226680028185,7.75900118816925,10.9259607083045,7.57082533112012,3.58813238866762,6.5250288079986,8.038786632418,40.4963764241604,3.5604851628578e-06,6.20631381343767,5.03762299907933,"TRUE"
"62","NP_009553",72.2921482060058,75.024603281926,72.6620635304685,64.4094416855415,67.1418967614618,64.7793570100042,66.286259617366,67.0164210812938,63.6686425415219,4.12289529113764,3781.59473183206,3151.19538984733,3848.93528503817,3241.2598921374,3941.58366938931,3338.78924305343,7.88270652046426,2.73245507592025,11.188041536989,4.96747857468801,5.48998278506,5.32772471415309,8.18691028083775,4.34255278825378,68.1423148572877,5.35909191255376e-10,8.32332498094932,15.6917643100636,"TRUE"
"63","NP_009554",0,0,0,0,0,0,0,0,0,0,129.803032596154,14.3669409134615,116.62085875,25.7931832788462,119.345253653846,22.9163362596154,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"64","NP_009565",49.3380299156165,47.4614550121037,48.5500145431637,50.2434748511621,48.4990237588394,49.738667024163,51.8680721483226,50.3985007435748,51.3360046208901,1.41716068104439,54574.731995338,20755.198466676,57567.7905929164,20482.0301319443,58538.6352966028,20518.6648457456,3.28714438065905,3.42728475426101,6.82151928291842,4.00824556521703,7.16700093522649,4.41327861754436,5.75855486626798,3.94960297900747,49.7148047353151,1.59598568636238e-12,8.63320848543627,12.5872916846463,"TRUE"
"65","NP_009570",0,0,0,0,0,0,0,0,0,0,5186.79093497537,3072.15622364532,4527.94243743842,3103.28036650246,6375.52885812808,3034.75844137931,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"66","NP_009571",58.6987405848849,64.821275370919,64.5379591950028,54.7460335063865,60.8685682924206,60.5852521165044,55.7207133532628,61.8432481392969,61.5599319633807,3.48397607775731,219.274216214405,147.672582730318,213.841987169179,154.292732479062,216.269301222781,146.418751842546,3.95270707849839,6.12253478603415,5.75205528524884,5.83921861011789,5.69633539650599,0.561921533261826,5.13369925341774,4.17455830980462,60.3757469468954,1.45030457981962e-10,11.7606708080339,14.4627868306674,"TRUE"
"67","NP_009573",12.4691834896162,12.6710536487438,13.6890062108949,9.56385746137499,9.46124560148156,10.7768632635518,14.258472088702,14.4186498579764,15.4586394682893,2.1733377520106,1838.87499524967,1116.19501498911,2236.56688143355,1228.57018922767,1975.81310940196,1063.50162720893,3.53448793732825,0.591392453192266,2.52145737801181,1.61495636525727,5.64448332979427,1.4796886786538,3.90014288171144,1.22867916570111,12.5296634545145,9.47865785421708e-05,3.21261652060715,10.1976690126139,"TRUE"
"68","NP_009579",100,100,0,100,100,0,100,100,0,50,0.396552677596567,0,0.58040130360515,0,0.937128460944206,0.523069662403433,0,0,0,100,0,100,0,66.6666666666667,66.6666666666667,0.0493321956399217,Inf,1,"FALSE"
"69","NP_009581",64.170561815689,66.0022536293785,62.9320281124525,65.1161369352987,66.1401248848468,62.5044383877495,72.9859674900384,74.0187938761978,70.3707302116134,4.27688525062696,7302.97630086802,5248.54165908223,7297.41778120051,5412.60180386193,7733.32378432234,5346.82788481041,3.81616403869493,6.53966151795836,14.6850445015209,7.20708992139355,13.3010359126505,5.07796265832693,10.6007481509555,6.27490469922628,67.1378928159183,5.29061779032789e-09,6.33331646595784,10.6994282836195,"TRUE"
